,采购项目名称,品目,采购单位,行政区域,公告时间,获取招标文件时间,招标文件售价,获取招标文件的地点,开标时间,开标地点,预算金额,项目联系人,项目联系电话,采购单位地址,采购单位联系方式,代理机构名称,代理机构地址,代理机构联系方式,附件1,附件2,Date,本项目招标公告日期,中标日期,评审专家名单,总中标金额,提交文件截止时间,资格审查日期,获取谈判文件的地点,获取谈判文件的时间,获取磋商文件时间,获取磋商文件地点,响应文件递交时间,响应文件递交地点,响应文件开启时间,响应文件开启地点,采购人,采购人地址,采购人联系方式,成交日期,谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单,总成交金额,首次公告日期,更正日期,附件3,附件4,定标日期,评标委员会成员名单,报名时间,报名地点,附件5,谈判小组、询价小组成员名单及单一来源采购人员名单
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201909/t20190905_12836953.htm,池州高新区前江产业园区一期污水处理厂提标改造暨配套管网建设及中水回用工程初步设计,,安徽贵池前江工业园区管委会,贵池区,2019年09月05日  13:07,,,,,,,13705667098,13705667098,无,13705667098,贵池区政府采购中心,无,13705667098,,,2019年09月05日 13:07,,,,,,,,,,,,,,,,,,,,,2019年05月24日,2019年05月24日,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180614_10098473.htm,贵池区城乡环卫一体化工程PPP项目,,贵池区城市管理局,市辖区,2018年06月14日  08:59, 2018年06月14日  08:00  至  2018年06月21日  17:30,￥0,无,2018年06月21日  17:30,池州市公共资源交易中心开标四室,￥0万元（人民币）,唐女士,0566-2097293,无,0566-2097293,阶梯项目咨询有限公司,无,0566-2097293,,,2018年06月14日 08:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202001/t20200123_13807884.htm,安徽省江南产业集中区20MW屋顶分布式光伏发电项目电缆采购项目（第二批）,货物,安徽省新能创业投资有限责任公司,市辖区,2020年01月23日  11:07, 2020年01月20日  08:00  至  2020年02月01日  17:30,￥0,无,2020年02月01日  17:30,池州市清风西路中央广场一号楼3楼开标 4 室,￥0.000000万元（人民币）,董工,55167128559,无,55167128559,池州市公共资源交易项目管理服务有限公司,无,55167128559,,,2020年01月23日 11:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200110_13739609.htm,安徽居巢经济开发区亚父园区雨污水管网测绘、CCTV检测及混接调查服务,工程,安徽居巢经济开发区投资有限公司,市辖区,2020年01月10日  17:31,,,,,,,张丽,无,安徽省巢湖市旗山路与旗麓路交叉口,13905653255,巢湖市公共资源交易中心,无,安徽金诚造价师事务所有限公司 孙工,,,2020年01月10日 17:31,2019年11月02日,2019年12月25日,无,￥269.100000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201804/t20180418_9804805.htm,安徽颍东经济开发区-煤基新材料产业园区工业自来水厂（一期）工程PPP项目,,阜阳煤基新材料产业园区,颍东区,2018年04月18日  17:10,,,,,,,汤雁,无,无,无,安徽省城建设计研究总院股份有限公司,无,无,,,2018年04月18日 17:10,2018年04月17日,,,,,,,,,,,,,,,,,2018年04月17日,无,￥.000102 万元（人民币）,,,,,,,,,,
http://www.ccgp.gov.cn/ppp/zx/df/anhui/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201910/t20191025_13188390.htm,铜陵东部城区建设管理委员会+铜陵东部城区生态水环境综合治理及配套设施工程PPP项目,货物,铜陵东部城区建设管理委员会,市辖区,2019年10月25日  21:37, 2019年10月25日  00:00  至  2019年11月15日  00:00,￥0,无,2019年11月15日  00:00,铜陵市交易中心三楼开标四室,￥0.000000万元（人民币）,胡海滨,13965202965,无,13965202965,安徽省招标集团股份有限公司,无,13965202965,,,2019年10月25日 21:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201908/t20190829_12787466.htm,铜陵东部城区建设管理委员会+铜陵东部城区生态水环境综合治理及配套设施工程PPP项目,货物,铜陵东部城区建设管理委员会,市辖区,2019年08月29日  15:12, 2019年08月29日  00:00  至  2019年09月20日  00:00,￥0,无,2019年09月20日  00:00,铜陵市公共资源交易中心二楼开标一室,￥0.000000万元（人民币）,饶光辉,13905625232,无,13905625232,安徽省招标集团股份有限公司,无,13905625232,,,2019年08月29日 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180309_9648683.htm,安徽铜陵大桥经济开发管委会+铜陵市大通工贸园基础设施建设PPP项目,,铜陵南部城区建设管理委员会(安徽铜陵大桥经济开发区管理委员会),市辖区,2018年03月09日  16:05, 2018年03月09日  00:00  至  2018年03月28日  00:00,￥0,无,2018年03月28日  00:00,开标四室_铜陵交易中心,￥0万元（人民币）,黄海,0562-2896722,无,0562-2896722,铜陵市公共资源交易中心,无,0562-2896722,,,2018年03月09日 16:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180929_10807894.htm,安徽省淮南市山南新区综合医院PPP项目（一期）,服务/维修和保养服务,淮南市卫生和计划生育委员会,市辖区,2018年09月29日  18:00, 2018年09月29日  17:25  至  2018年10月19日  09:30,￥0,无,2018年10月19日  09:30,淮南市公共资源交易中心1楼第2开标室（淮南市山南新区政务服务中心F座）,￥173259.000000万元（人民币）,顾南,13866345199,无,13866345199,安徽省招标集团股份有限公司,无,13866345199,,,2018年09月29日 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201903/t20190312_11745152.htm,安徽铜陵义安经济开发区管理委员会+义安开发区基础设施建设 PPP 项目,货物,安徽铜陵义安经济开发区管理委员会,市辖区,2019年03月12日  18:00, 2019年03月11日  00:00  至  2019年03月18日  00:00,￥0,无,2019年03月18日  00:00,铜陵市公共资源交易中心二楼开标1室,￥0.000000万元（人民币）,刘一珉,13305628880,无,13305628880,安徽省招标集团股份有限公司,无,13305628880,,,2019年03月12日 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/zygg/zbgg/201807/t20180711_10255637.htm,铜陵L波段风廓线雷达项目,货物/通用设备/雷达、无线电和卫星导航设备/地面雷达/地面气象雷达/风廓线雷达,安徽省气象局,四川省,2018年07月11日  09:58,,,,,,,张阔,010-68406136,安徽省铜陵市铜官区翠湖六路7069号,0562-8851661,中国气象局政府采购中心,北京市海淀区中关村南大街46号中国气象局资产管理事务中心办公楼（南区19号楼）,张阔  010-68406136,安徽四创电子股份有限公司分项报价表.pdf,铜陵L波段风廓线雷达项目招标文件通用册.pdf,2018年07月11日 09:58,2018年06月13日,2018年07月09日,姚展予（组长）、张蔷、张晓春、于贺军、朱亚宗,￥339.8 万元（人民币）,,,,,,,,,,,,,,,,,,,铜陵L波段风廓线雷达项目招标文件专用册.pdf,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201907/t20190726_12546554.htm,铜陵市交通基础设施国土空间规划项目（二次）,,铜陵市交通运输局,市辖区,2019年07月26日  17:30,,,,,,,刘工,0562-2820519,无,0562-2820519,安徽建大项目管理有限公司,无,0562-2820519,,,2019年07月26日 17:30,,,,,,,,,,,,,,,,,,,,,2019年07月12日,2019年08月07日,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/201712/t20171228_9413885.htm,铜陵环城东路加油加气站加气部分经营招标项目（二次）,服务/其他服务,中国石油天然气股份有限公司安徽铜陵销售分公司,安徽省,2017年12月28日  17:09,,,,,,,古诚,0562-2825819,安徽省铜陵市义安大道北段1287号财富广场A座8层,崔芳华、18256279292,铜陵华诚工程咨询有限公司,铜陵市铜井大道西段658号（市公交总公司对面）,古诚、0562-2825819,,,2017年12月28日 17:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201606/t20160623_6945751.htm,蚌埠铜陵现代产业园一期供水PPP项目中标结果公告,工程/构筑物施工/环保工程施工/污水处理工程施工,,安徽省,2016年06月23日  18:05,,,,,,,朱工,0552-3092287,,,安徽安兆工程技术咨询服务有限公司,安徽省蚌埠市凤阳西路41号,朱工 0552-3092287,评标结果公示.doc,,2016年06月23日 18:05,2015年12月17日,2016年06月23日,,￥0 万元（人民币）,,,,,,,,,,,蚌埠铜陵投资有限公司,蚌埠铜陵现代产业园,周工  13865011582  ,,,,,,,,,评标委员会成员：马海军、潘志敏、张响、凌越、周康,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201809/t20180903_10610018.htm,遵义市道真自治县乡镇污水处理厂（站）及县城二期污水处理厂配套建设工程PPP项目,,道真仡佬族苗族自治县环境保护局,道真仡佬族苗族自治县,2018年09月03日  14:04,,,,,,,胡先生,15985200166,贵州省遵义市道真仡佬族苗族自治县环境保护局,15985200166,正大鹏安建设项目管理有限公司,遵义市汇川区城上城2座1601号,18385023078（15213620082）,,,2018年09月03日 14:04,2018年08月01日,2018年08月17日,聂胜华，郑继鹏，韩波，曾庆国，陈铁满。,￥0 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201703/t20170329_8056515.htm,,,,,,,,,,,,,,,,,,,,,2017年03月29日 17:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180408_9755369.htm,阜阳市颍泉区乡镇污水处理及水环境治理ppp项目,,阜阳市颍泉区住房和城乡建设局、阜阳市颍泉区水务局,颍泉区,2018年04月08日  16:27, 2018年04月02日  16:00  至  2018年04月23日  09:00,￥0,无,2018年04月23日  09:00,阜阳市公共资源交易中心556开标室,￥50926.66万元（人民币）,何工,0551-62895667,无,0551-62895667,中通建设工程管理有限公司,无,0551-62895667,,,2018年04月08日 16:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201710/t20171017_8999013.htm,阜阳市颍州区乡镇污水处理厂工程PPP项目,,阜阳市颍州区住房和城乡建设局,市辖区,2017年10月17日  13:49,,,,,,,李传雨,18795963359,阜阳市颍州区一道河中路建工大厦13楼,张雷，13955876656,苏交科集团股份有限公司,富春江东路，苏交科可研设计大楼,李工，18795963359,阜阳市颍州区乡镇污水处理厂PPP项目资格预审20171012发布.docx,,2017年10月17日 13:49,,,,,2017年11月07日  09:00 ,"	2017年11月07日",,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201504/t20150410_5179442.htm,,,,,,,,,,,,,,,,,,,,,2015年04月10日 12:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201907/t20190730_12564884.htm,阜南县乡镇政府驻地生活污水处理PPP项目,服务/工程咨询管理服务/工程项目管理服务,阜南云水城镇环保科技有限公司,阜阳市,2019年07月30日  11:47, 2019年07月30日  11:45  至  2019年08月06日  17:30,￥500,阜阳市雪霁山庄院内北楼四楼,2019年08月19日  09:30,阜阳市雪霁山庄院内北楼四楼,￥175.000000万元（人民币）,王振彬,18900585228,安徽省阜阳市阜南县城阜中路西端南侧,王振彬,法正项目管理集团有限公司,阜阳市雪霁山庄院内北楼四楼,王洋洋   0558-2201171,公告.doc,,2019年07月30日 11:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201504/t20150410_5179444.htm,,,,,,,,,,,,,,,,,,,,,2015年04月10日 12:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201908/t20190828_12775969.htm,阜阳市中医医院污水处理站设备采购安装项目,货物/专用设备/环境污染防治设备/其他环境污染防治设备,阜阳市中医医院,安徽省,2019年08月28日  09:40,,,,,,,陈工,13615580659,阜阳市中清路286号 , 高科长、陆科长   0558-2780115,华春建设工程项目管理有限责任公司,阜阳市淮河路与颍上路交口中国人寿大楼10楼,陈工0558-2559915、13615580659,,,2019年08月28日 09:40,2019年08月16日,,,,,,,,,,,,,,,,,2019年08月28日,冯堃   靳云霄   刘慧慧,￥19.300000 万元（人民币）,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201704/t20170411_8105540.htm,,,,,,,,,,,,,,,,,,,,,2017年04月11日 17:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/specialtopic/pppzt/news/201709/t20170926_8903208.htm,,,,,,,,,,,,,,,,,,,,,2017年09月26日  08:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201905/t20190517_12095740.htm,含山经济开发区东区污水处理厂（一期）及西区污水处理厂（一期）PPP项目竞争性磋商（二次）,,含山经济开发区管理委员会,含山县,2019年05月17日  17:11,,,,,,,高先生,18956577963,无,18956577963,安徽仁达建设工程咨询有限公司,无,18956577963,,,2019年05月17日 17:11,,,,,,,,,,,,,,,,,,,,,2019年05月13日,2019年05月23日,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/xjgg/201904/t20190423_11956637.htm,含山县污水处理厂10kv双电源进线工程电缆采购,货物,安徽省含山县污水处理厂,含山县,2019年04月23日  17:31,,,,2019年04月29日  11:30,,￥11.000000万元（人民币）,朱主任,13865215073,无,13865215073,安徽恒信腾达项目管理咨询有限公司,无,13865215073,,,2019年04月23日 17:31,,,,,,,,,,,,,,,,,,,,,,,,,,,2019年04月24日  08:00  至  2019年04月29日  11:30,含山县公共资源交易中心,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201907/t20190725_12531722.htm,安徽省滁州市生活垃圾填埋场二期（B区：厨余垃圾处理项目）近期工程PPP项目,服务,滁州市城市管理行政执法局（滁州市城市管理局）,市辖区,2019年07月25日  08:10, 2019年07月24日  00:00  至  2019年07月31日  23:59,￥0,无,2019年08月01日  00:00,滁州市公共资源交易中心第一开标室(滁州市龙蟠大道109号房产商务大厦),￥20252.720000万元（人民币）,王敏,13955013853,无,13955013853,国信招标集团股份有限公司,无,13955013853,,,2019年07月25日 08:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201809/t20180910_10660207.htm,五河县农村污水治理PPP项目,服务/其他服务,五河县住房和城乡建设局 ,五河县,2018年09月10日  11:18,,,,,,,朱晓峰,0552-5023176,五河县城关惠民路8号政府办公大楼2楼,联系人：朱晓峰  联系电话：0552-5023176,青岛习远房地产土地评估造价咨询有限公司,青岛市崂山区深圳路21号杰瑞自动化1号楼4楼,周鸣、于晓华  15615322595、0532-82107221,,,2018年09月10日 11:18,2018年07月24日,2018年08月17日,"赵云瑞（主任委员）、秦涛、宋千里、方草、童有宝、陈朋、孔侠。
",￥0.000000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201805/t20180517_9944150.htm,安阳市马投涧污水厂配套小型污水处理设施安装在线检测项目,,河南省龙翔建设发展有限公司,安阳市,2018年05月17日  16:49,,,,,,,郭先生,0372-2159153,龙安区马投涧镇龙康大道中段,0372-2613781,河南永磊建设工程管理有限公司,安阳市烟厂路与文明大道交叉口向南200米路东,0372-2159153,,,2018年05月17日 16:49,2018年05月17日,2018年05月17日,刘东阳、靳新年、李军峰,￥39.8 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201802/t20180225_9607900.htm,安阳市马投涧污水厂配套附属工程建设小型污水处理设备工程项目更正公告,,河南省龙翔建设发展有限公司,安阳市,2018年02月25日  10:09,,,,,,,郭洪玮,0372-2159153,河南省龙翔建设发展有限公司,0372-2613781,河南永磊建设工程管理有限公司,安阳市文明大道与烟厂路交叉口向南200米路东二楼,0372-2159153,,,2018年02月25日 10:09,,,,,,,,,,,,,,,,,,,,,2018年02月25日,2018年02月25日,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201507/t20150703_5507857.htm,,,,,,,,,,,,,,,,,,,,,2015年07月03日 17:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/201506/t20150626_5473771.htm,,,,,,,,,,,,,,,,,,,,,2015年06月26日 14:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201910/t20191016_13119724.htm,定陶润鑫化工产业园污水处理厂工程PPP社会资本方采购,,菏泽市定陶区润鑫产业园管委会,山东省,2019年10月16日  17:12,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,山东省建设监理咨询有限公司,详见公告正文,详见公告正文,,,2019年10月16日 17:12,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201908/t20190822_12738954.htm,容县8个镇级污水处理厂工程PPP项目,服务/其他服务,容县住房和城乡建设局,容县,2019年08月22日  17:46,,,,2019年08月20日  10:00,,￥17716.350000万元（人民币）,宋庆平,18878707631,玉林市容县燕塘街25号,曾宪荣13607755035,广西中信恒泰工程顾问有限公司,广西南宁市青秀区云景路69号南宁轨道大厦B楼8层,宋庆平18878707631,2019.8.21容县8个镇级污水处理厂工程ppp项目合同.pdf,,2019年08月22日 17:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201908/t20190830_12798283.htm,容县8个镇级污水处理厂工程PPP项目,服务/其他服务,容县住房和城乡建设局,容县,2019年08月30日  16:28,,,,,,,宋庆平,18878707631,玉林市容县燕塘街25号,曾宪荣13607755035,广西中信恒泰工程顾问有限公司,广西南宁市青秀区云景路69号南宁轨道大厦B楼8层,宋庆平18878707631,附件.zip,,2019年08月30日 16:28,2019年07月26日,2019年08月30日,李丕鹰（组长）、龙彩、骆挺、候昭坤、姚日丽、蓝威、梁卫革（实施机构代表）,￥58855.500000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201901/t20190110_11497872.htm,容县灵山镇等8个镇级污水处理厂项目监理,服务/工程咨询管理服务/工程监理服务,容县住房和城乡建设局    ,容县,2019年01月10日  10:39, 2019年01月11日  09:00  至  2019年01月17日  16:00,￥250,容县公共资源交易中心（容县城南大道282号宽华城6号楼二层）,2019年01月31日  10:00,容县公共资源交易中心（容县城南大道282号宽华城6号楼二层）,￥120.000000万元（人民币）,陆逢珍,0775-2287708,玉林市容县燕塘街25号,曾工  0775-5322716  ,智埔国际工程咨询有限公司,玉林市建发街15号,0775-2287708,,,2019年01月10日 10:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202001/t20200123_13809496.htm,横县八个镇级污水处理厂及配套管网工程 PPP 项目,工程/构筑物施工/环保工程施工/污水处理工程施工,横县住房和城乡建设局,广西壮族自治区,2020年01月23日  18:41, 2020年01月23日  18:40  至  2020年02月13日  09:30,￥0,网上下载,2020年02月13日  09:30,南宁市良庆区玉洞大道33号南宁市民中心南宁市公共资源交易中心开标厅（具体详见9楼电子显示屏安排）,￥14393.540000万元（人民币）,何工,18178406090,南宁市横县横州镇茉莉花大道国泰综合楼2号楼9楼 ,覃工     0771-7086568,广西冠宁工程咨询有限公司,南宁市青秀区茶花园路6-1号南湖翠苑4层0420室？,何工          联系电话：18178406090,,,2020年01月23日 18:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201812/t20181212_11329325.htm,博兴县城乡建设局第二污水处理厂政府和社会资本合作（PPP）项目社会资本方采购,,博兴县城乡建设局,滨州市,2018年12月12日  16:42,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,滨州永信工程项目管理有限公司,详见公告正文,详见公告正文,,,2018年12月12日 16:42,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201806/t20180605_10043965.htm,博兴县污水管道（污水处理厂-湖滨镇兴滨二路）工程二标段,,博兴县综合行政执法局,滨州市,2018年06月05日  12:07,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,滨州永信工程项目管理有限公司,详见公告正文,详见公告正文,,,2018年06月05日 12:07,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201709/t20170927_8913093.htm,山东省泗水县第二污水处理厂PPP项目,,泗水县住房和城乡规划建设局,济宁市,2017年09月27日  11:10,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,济宁仁诚工程咨询有限公司,详见公告正文,详见公告正文,,,2017年09月27日 11:10,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201811/t20181122_11171902.htm,中桥污水处理厂整体验收和城区污水处理厂提标改造验收,,栖霞市住房和规划建设管理局,烟台市,2018年11月22日  19:32,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,山东省国际招标有限公司第一分公司,详见公告正文,详见公告正文,,,2018年11月22日 19:32,,,,,,,,,详见公告正文,,详见公告正文,,2018年12月03日  14:30,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201909/t20190929_13020549.htm,栖霞市中桥污水处理厂PPP项目,,栖霞市住房和城乡建设管理局,烟台市,2019年09月29日  18:20,详见公告正文,详见公告正文,详见公告正文,2019年10月21日  14:00,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,详见公告正文,山东元亨工程咨询有限公司,详见公告正文,详见公告正文,,,2019年09月29日 18:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201909/t20190929_13021053.htm,栖霞市中桥污水处理厂PPP项目,服务/其他服务,栖霞市住房和城乡建设管理局,栖霞市,2019年09月29日  18:50, 2019年09月30日  08:00  至  2019年10月11日  17:00,￥300,山东元亨工程咨询有限公司（烟台开发区淮河路2号宏远大厦3楼）,2019年10月21日  14:00,烟台市公共资源交易中心栖霞分中心第二开标厅(栖霞市腾飞路197号市政务服务中心11楼),￥6440.000000万元（人民币）,宋云红,13854521707,栖霞市山城路69号,"宋云红,13854521707",山东元亨工程咨询有限公司,烟台开发区淮河路2号宏远大厦3楼,"汪倩,0535-3975829",栖霞市污水处理厂PPP项目公开招标.zip,,2019年09月29日 18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201905/t20190523_12133100.htm,泰城水生态环境治理工程PPP项目社会资本方采购,,泰安市水利局,山东省,2019年05月23日  21:57,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,山东国能招标有限公司,详见公告正文,详见公告正文,,,2019年05月23日 21:57,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201809/t20180930_10814043.htm,详见公告正文,货物,如东县住房和城乡建设局,南通市,2018年09月30日  13:55,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,江苏省设备成套有限公司,详见公告正文,详见公告正文,,,2018年09月30日 13:55,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/201902/t20190218_11642454.htm,牡丹区沙土镇产品工业园区污水处理站（一期）PPP项目,,菏泽市牡丹区沙土镇人民政府,菏泽市,2019年02月18日  14:41,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,山东同力建设项目管理有限公司,详见公告正文,详见公告正文,,,2019年02月18日 14:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201903/t20190313_11747095.htm,菏泽市牡丹区沙土镇食品工业园区污水处理站（一期）PPP项目,,菏泽市牡丹区沙土镇人民政府,山东省,2019年03月13日  10:17,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,山东同力建设项目管理有限公司,详见公告正文,详见公告正文,,,2019年03月13日 10:17,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202001/t20200116_13773087.htm,临汾市城北新城（第四）污水处理厂PPP项目社会资本方采购,,临汾市政府工程建设事务管理局,山西省,2020年01月16日  22:24, 2020年01月17日  00:00  至  2020年02月04日  00:00,￥0,无,2020年02月13日  09:00,临汾市公共资源交易中心三层开标一室,￥10496.360000万元（人民币）,任继开,0351-7077533/633,临汾市尧都区二招路体育中街,0357-2039958,山西重力工程咨询有限公司,太原市亲贤北街31#太航世纪508室,0351-7077533/633,PPP资格预审文件1.16.doc,,2020年01月16日 22:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/ppp/zx/df/shanxi/201708/t20170804_8630721.htm,,,,,,,,,,,,,,,,,,,,,2017年08月04日  08:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201906/t20190619_12296306.htm,乡宁县城区污水处理厂托管运营项目,,临汾市生态环境局乡宁分局,山西省,2019年06月19日  20:33,,,,,,,陈嘉,0351-7282509,乡宁县迎旭东大街11号,0357-6888812,山西中和正达招标代理有限公司,山西综改示范区太远学府园区长治路306号火炬创业大厦11层,0351-7282509,乡宁招标文件2.doc,,2019年06月19日 20:33,2019年05月28日,2019年06月18日,张莉、董刚、贾巧玲、郭令梅、崔博,￥590.168000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201904/t20190409_11880061.htm,乡宁县城区污水处理厂提标改造工程设备及材料采购,,乡宁县环境保护局,山西省,2019年04月09日  18:54, 2019年04月10日  00:00  至  2019年04月16日  00:00,￥0,无,2019年04月30日  14:30,临汾市公共资源交易管理中心开标2室、评标5室,￥1090.716700万元（人民币）,张志鹏,0357-3307293,乡宁县迎旭东街11号,0357-6888817,山西鼎飞益工程项目管理有限公司,临汾市尧都区滨河西路滨西佳园25号楼1单元501室,0357-3307293,招标文件.doc,,2019年04月09日 18:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201903/t20190312_11745793.htm,黎城县污水处理中心提标改造工程PPP项目,,黎城县污水处理中心,山西省,2019年03月12日  22:18,,,,,,,马飞,0351-7188531,黎城县西仵村东309国道旁,0355-6645281,山西佰辰建设项目管理有限公司,山西省太原市并州路27号19 号楼,0351-7188531,黎城县污水处理中心提标改造工程PPP项目招标文件.doc,,2019年03月12日 22:18,2018年11月21日,2018年12月14日,彭卫军  秦晋卫  崔向峰  徐杰慧  祁秀芳  靳立刚  王晓华,￥11994.440000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
