,Title,Original search,Url
619,潮州市韩江新城污水处理（近期）工程PPP项目预中 …,广东省潮州市韩江新城污水处理（近期）工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201908/t20190814_12679541.htm
620,潮州市韩江新城污水处理（近期）工程PPP项目资格 …,广东省潮州市韩江新城污水处理（近期）工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201905/t20190509_12045106.htm
621,潮州市韩江新城污水处理（近期）工程PPP项目中标 …,广东省潮州市韩江新城污水处理（近期）工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201908/t20190822_12736406.htm
622,潮州市桥东污水处理厂配套污水管网完善工程PPP项 …,耒阳市城镇污水处理设施及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201807/t20180709_10240787.htm
623,潮州市供排水管理中心潮州市第二污水处理厂二期工 …,广东省潮州市韩江新城污水处理（近期）工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201806/t20180629_10191691.htm
624,城北污水处理厂扩容提标工程PPP项目预中标公告,广东省阳江市城北污水处理厂扩容提标工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201906/t20190610_12231624.htm
625,（阳江市城市管理和综合执法局） （阳江市城南污 …,黄石汪仁污水处理厂提标改造及扩能PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201906/t20190614_12260423.htm
626,阳江市城南污水处理厂二期扩建及提标改造工程PPP …,广东省阳江市城南污水处理厂二期扩建及提标改造工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201904/t20190428_11985353.htm
627,鹤山市沙坪河综合整治工程（第一期）和第二污水处 …,广东省韶关市第三污水处理厂工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201602/t20160204_6517905.htm
628,阳西县住房和城乡建设局阳西县PPP模式整县推进镇 …,广东省阳江市阳西县PPP模式整县推进镇村污水处理设施建设项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201908/t20190821_12727401.htm
629,阳西县PPP模式整县推进镇村污水处理设施建设项目 …,广东省阳江市阳西县PPP模式整县推进镇村污水处理设施建设项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201909/t20190928_13010814.htm
630,韶关市第三污水处理厂工程PPP项目预中标公告,广东省韶关市第三污水处理厂工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201902/t20190222_11666985.htm
631,韶关市第三污水处理厂工程PPP项目公开招标公告,广东省韶关市第三污水处理厂工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181227_11428796.htm
632,广东省汕头市6座污水处理厂PPP项目分析_中国政府 …,汕头市西区污水处理厂及配套管网PPP项目,http://www.ccgp.gov.cn/ppp/jyal/201508/t20150810_5682262.htm
633,其它公告_中国政府采购网 - ccgp.gov.cn,淮安（涟水）空港产业园区污水处理厂,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/
634,华春建设工程项目管理有限责任公司关于象州县住房 …,广西壮族自治区来宾市象州县中平镇运江镇大乐镇马坪镇污水处理工程项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180122_9507883.htm
635,广西国盛招标有限公司关于象州县中平镇、大乐镇、 …,广西壮族自治区来宾市象州县中平镇运江镇大乐镇马坪镇污水处理工程项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/201807/t20180723_10330995.htm
636,华春建设工程项目管理有限责任公司关于象州县中平 …,广西壮族自治区来宾市象州县中平镇运江镇大乐镇马坪镇污水处理工程项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201802/t20180228_9619424.htm
637,广西建通工程咨询有限责任公司融安县板榄镇、大将 …,广西壮族自治区柳州市融安县板榄镇、大将镇、泗顶镇污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201811/t20181120_11151641.htm
638,中国政府采购网,随州市城北污水处理厂PPP项目,http://www.ccgp.gov.cn/
639,桂诚工程造价咨询事务有限责任公司鹿寨四排、黄冕 …,广西壮族自治区柳州市鹿寨县黄冕镇、平山镇和四排镇污水处理厂及配套管网(一期)工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201908/t20190801_12589782.htm
640,桂诚工程造价咨询事务有限责任公司关于鹿寨四排、 …,广西壮族自治区柳州市鹿寨县黄冕镇、平山镇和四排镇污水处理厂及配套管网(一期)工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201907/t20190723_12520122.htm
641,广西壮族自治区建设工程机电设备招标中心关于青秀 …,广西壮族自治区柳州市鹿寨县黄冕镇、平山镇和四排镇污水处理厂及配套管网(一期)工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201811/t20181121_11157749.htm
642,宝鸡蟠龙新区污水处理厂工程PPP项目招标公告,陕西省西安市污水处理厂污泥集中处置PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180607_10058113.htm
643,广西科文招标有限公司关于罗城仫佬族自治县黄金镇 …,广西壮族自治区河池市罗城仫佬族自治县黄金镇、小长安镇、天河镇、怀群镇四个镇污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201704/t20170414_8119078.htm
644,河池市罗城仫佬族自治县龙岸镇北源村等2个村土地 …,广西壮族自治区河池市罗城仫佬族自治县黄金镇、小长安镇、天河镇、怀群镇四个镇污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181112_11086674.htm
645,圣弘建设股份有限公司天峨县生态移民新城污水处理 …,广西河池市天峨县生态移民新城污水处理厂及配套管网工程（PPP）项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201806/t20180626_10166990.htm
646,广西城建咨询有限公司关于天峨县生态移民新城污水 …,广西河池市天峨县生态移民新城污水处理厂及配套管网工程（PPP）项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201707/t20170713_8519188.htm
647,北流市城市建设投资发展有限公司北流市新丰镇等北 …,广西玉林北流市新丰镇等北部8个乡镇污水处理厂及配套管网工程项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201709/t20170924_8893120.htm
648,广西华诚达建设项目管理有限公司关于北流市新丰镇 …,广西玉林北流市新丰镇等北部8个乡镇污水处理厂及配套管网工程项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201810/t20181015_10891575.htm
649,浦北县住房和城乡建设局浦北县安石镇、石埇镇等5 …,广西玉林北流市新丰镇等北部8个乡镇污水处理厂及配套管网工程项目,http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201709/t20170907_8813118.htm
650,广西通达工程管理有限公司关于大化瑶族自治县拿银 …,广西省河池市大化瑶族自治县拿银污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201901/t20190107_11477761.htm
651,大化瑶族自治县发展和改革局大化县3个PPP项目（ …,广西省河池市大化瑶族自治县拿银污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201909/t20190918_12935868.htm
652,广西翔正项目管理有限公司大化瑶族自治县岩滩镇、 …,广西省河池市大化瑶族自治县拿银污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201909/t20190927_13002204.htm
653,广西建设工程机电设备招标中心有限公司河池市大化 …,广西省河池市大化瑶族自治县拿银污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201903/t20190325_11806980.htm
654,巴马瑶族自治县水利局广西真诚工程咨询有限公司河 …,广西省河池市大化瑶族自治县拿银污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201908/t20190809_12648530.htm
655,大化瑶族自治县交通运输局东兰至都安大兴（大化 …,广西省河池市大化瑶族自治县拿银污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201907/t20190718_12488354.htm
656,广西振弘建设管理有限公司大化县七百弄鸡品牌广告 …,广西省河池市大化瑶族自治县拿银污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201910/t20191022_13161363.htm
657,广西汉昌工程咨询有限公司关于大新县向水河、龙门 …,广西省河池市大化瑶族自治县拿银污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201912/t20191212_13552150.htm
658,广西壮族自治区政府采购评审专家劳务报酬支付标准 …,广西省河池市大化瑶族自治县拿银污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/zcfg/dffg/guangxi/201702/t20170227_7953250.htm
659,广西壮族自治区贵港市“十三五”镇级污水处理厂及配套管网,广西贵港市覃塘区“十三五”镇级污水处理厂及配套管网+PPP+项目,http://www.ccgp.gov.cn/oss/download?uuid=7E72AF8C9F561440C91276AFB969D2
660,贵港市市政管理局中资国际招标有限责任公司贵港 …,广西贵港市覃塘区“十三五”镇级污水处理厂及配套管网+PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201704/t20170417_8125271.htm
661,中资国际招标有限责任公司贵港市“十三五”镇级污水 …,广西贵港市覃塘区“十三五”镇级污水处理厂及配套管网+PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201703/t20170314_7999500.htm
662,吉林省嘉通工程咨询有限公司贺州市八步区8个乡镇 …,广西贺州市八步区8个乡镇污水处理厂及配套管网PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201909/t20190917_12927190.htm
663,贺州市八步区城市管理综合执法局八步区8个镇级污 …,广西贺州市八步区8个乡镇污水处理厂及配套管网PPP项目,http://www.ccgp.gov.cn/cggg/zygg/jzxcs/201909/t20190923_12970462.htm
664,广西桂春工程项目管理咨询有限公司关于八步区8个 …,广西贺州市八步区8个乡镇污水处理厂及配套管网PPP项目,http://www.ccgp.gov.cn/cggg/zygg/cjgg/201910/t20191012_13091292.htm
665,吉林省嘉通工程咨询有限公司关于贺州市八步区8个 …,广西贺州市八步区8个乡镇污水处理厂及配套管网PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201912/t20191224_13638219.htm
666,广西建隆工程咨询有限公司贺州市八步区贺街镇污水 …,广西贺州市八步区贺街镇污水处理厂及配套管网PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201910/t20191024_13179236.htm
667,贺州市八步区市容市政管理局贺州市八步区莲塘镇污 …,广西贺州市八步区贺街镇污水处理厂及配套管网PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201903/t20190315_11760869.htm
668,贺州市八步区贺街镇人民政府八步区贺街镇（寿峰村 …,广西贺州市八步区贺街镇污水处理厂及配套管网PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201508/t20150803_5654023.htm
669,广西同泽工程项目管理股份有限公司关于贺州市平桂 …,广西贺州市平桂区镇级污水处理设施项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201901/t20190125_11569498.htm
670,贺州市平桂区市容市政管理局平桂区镇级污水处理全 …,广西贺州市平桂区镇级污水处理设施项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201902/t20190218_11644072.htm
671,贺州市平桂区市容市政管理局贺州市平桂区公会镇、 …,广西贺州市平桂区镇级污水处理设施项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201711/t20171121_9202509.htm
672,广西同泽工程项目管理股份有限公司关于平桂区镇级 …,广西贺州市平桂区镇级污水处理设施项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201908/t20190809_12649380.htm
673,贺州市平桂管理区公会镇人民政府贺州市平桂管理区 …,广西贺州市平桂区镇级污水处理设施项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201607/t20160705_7002061.htm
674,粤桂县域经济产业合作示范区（城中村）棚户区改造 …,广西贺州市平桂区镇级污水处理设施项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201811/t20181123_11176798.htm
675,广西建宇工程招标有限公司关于粤桂县域经济产业合 …,广西贺州市平桂区镇级污水处理设施项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201810/t20181015_10890971.htm
676,贺州市城市管理局贺州市公共资源交易中心关 …,广西贺州市昭平县四个镇级污水处理设施建设项目,http://www.ccgp.gov.cn/cggg/dfgg/dylygg/201907/t20190719_12498606.htm
677,广西贺州姚江漂流有限公司黄姚姚江漂流度假区（一 …,广西贺州市昭平县四个镇级污水处理设施建设项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201708/t20170811_8675262.htm
678,庄河市农村环境治理污水处理PPP项目社会资本方采 …,庄河市污水处理厂二期工程项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180411_9772535.htm
679,庄河市城东污水处理厂环境影响评价服务二次采购公告,庄河市污水处理厂二期工程项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201606/t20160613_6891671.htm
680,庄河林水资源集团绿洁环保有限公司庄河市张屯污水 …,庄河市污水处理厂二期工程项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201912/t20191216_13571611.htm
681,庄河市黑岛新城污水处理厂及配套设施PPP项目招标 …,庄河市污水处理厂二期工程项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201605/t20160518_6790998.htm
682,庄河市污废循环处理综合体—张屯污水处理厂及配套 …,庄河市污水处理厂二期工程项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201602/t20160204_6518364.htm
683,延安市姚店污水处理厂二期及配套管网PPP项目公开 …,陕西省延安新区地下式污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201909/t20190904_12833146.htm
684,延安市姚店污水处理厂PPP项目招标文件中标公告,延安市姚店污水处理厂二期及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201608/t20160804_7142831.htm
685,延安新区地下式污水处理厂PPP项目监理公开招标公告,陕西省延安新区地下式污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201905/t20190514_12072821.htm
686,彰武县环境保护局彰武县污水处理厂PPP项目资格预 …,浑源县污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201803/t20180321_9687604.htm
687,中牟县污水处理厂建设工程PPP项目中标公告,河南省濮阳市范县濮王污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201512/t20151228_6396459.htm
688,巴彦县水务局巴彦县兴隆镇污水处理厂工程PPP社会 …,黑龙江省哈尔滨市巴彦县兴隆镇污水处理厂ppp项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201803/t20180319_9678950.htm
689,忻州市住房和城乡建设局忻州市云中污水处理厂新建 …,忻州市云中污水处理厂新建工程+PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201904/t20190415_11905464.htm
690,忻州市住房保障和城乡建设管理局忻州市云中污水处 …,忻州市云中污水处理厂新建工程+PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201904/t20190413_11902083.htm
691,忻州市财政局积极推广政府和社会资本合作建设模 …,忻州市云中污水处理厂新建工程+PPP项目,http://www.ccgp.gov.cn/ppp/zx/df/shanxi/201909/t20190902_12807972.htm
692,浠水县乡镇生活污水处理工程PPP项目启动_中国政 …,鹤峰县乡镇生活污水处理厂PPP项目,http://www.ccgp.gov.cn/ppp/zx/df/hubei/201801/t20180111_9467264.htm
693,惠东县城镇生活污水处理设施建设PPP项目中标、成 …,炎陵县城镇污水处理设施建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180126_9524149.htm
694,惠东县住房和城乡规划建设局惠东县城镇生活污水处 …,惠东县城镇生活污水处理设施建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201809/t20180915_10702347.htm
695,惠东县城镇生活污水处理设施建设PPP项目工程质量 …,惠东县城镇生活污水处理设施建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180909_10656891.htm
696,山东省威海市文登区体育公园一期PPP项目咨询机构 …,招远市乡镇污水处理项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201812/t20181221_11393881.htm
697,酒泉市肃州区住房和城乡建设局政府和社会资本合 …,政府和社会资本合作（PPP）模式建设酒泉市肃州区第一、第二污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201808/t20180813_10462810.htm
698,酒泉市肃州区住房和城乡建设局 政府和社会资本合 …,政府和社会资本合作（PPP）模式建设酒泉市肃州区第一、第二污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201905/t20190508_12040273.htm
699,政府和社会资本合作（PPP）模式建设 酒泉市肃州区第一、第二污 …,政府和社会资本合作（PPP）模式建设酒泉市肃州区第一、第二污水处理厂项目,http://www.ccgp.gov.cn/oss/download?uuid=00B5D4C50B5957EE0DD86830E0CB86
700,柘荣县综合污水处理厂及配套管网PPP项目合同公告,福建省宁德市柘荣县综合污水处理厂及配套管网ppp项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201903/t20190318_11769843.htm
701,地方 - 中国政府采购网 - ccgp.gov.cn,黑龙江省绥化市经开区（国家级）污水处理工程项目,http://www.ccgp.gov.cn/cgml/df/
702,甘州区农村生活污水处理项目政府和社会资本合 …,新建区污水处理PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201910/t20191028_13201906.htm
703,关于汉滨区镇办污水处理厂PPP项目（二次）竞争性 …,洪湖市乡镇污水处理厂（二期）PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201804/t20180413_9783417.htm
704,铜仁市碧江区乡镇及农村生活污水处理PPP项目社会 …,碧江区乡镇及农村生活污水处理PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201904/t20190417_11923139.htm
705,汕头市潮阳区全区生活污水处理设施捆绑PPP模式实 …,汕头市潮阳区污水处理厂一期升级改造及二期建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201710/t20171020_9020948.htm
706,新泰市城南污水处理厂管网一期工程设计招标项目中 …,新泰市城南污水处理厂（一期）工程,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201909/t20190912_12897857.htm
707,新泰市公用事业管理局城南污水处理厂管网一期工程 …,新泰市城南污水处理厂（一期）工程,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202001/t20200118_13782619.htm
708,新泰市城南污水处理厂（一期）工程设计项目公开招 …,新泰市城南污水处理厂（一期）工程,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201911/t20191113_13326269.htm
709,第二（杨台子）污水处理厂二期工程和第四（城南） …,新泰市城南污水处理厂（一期）工程,http://www.ccgp.gov.cn/cggg/dfgg/dylygg/201706/t20170608_8354139.htm
710,巨野县污水处理（PPP）项目一期工程监理 招标公告,株洲县生活污水处理PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180309_9648975.htm
711,哈密职业技术学院污水处理项目招标公告,新疆哈密市伊州区污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201904/t20190428_11990574.htm
712,孟村回族自治县开发区污水处理厂PPP项目资格预审 …,新疆哈密市伊州区污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201906/t20190626_12336343.htm
713,新疆生产建设兵团第十三师畜牧兽医工作站动物疫病 …,新疆哈密市伊州区污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201909/t20190906_12851388.htm
714,哈密市伊州区恒信热力有限公司烟气在线监测系统设 …,新疆哈密市伊州区污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201908/t20190809_12643020.htm
715,伊犁州直召开（PPP）重大投资项目对接洽谈会,新疆哈密市伊州区污水处理厂PPP项目,http://www.ccgp.gov.cn/specialtopic/pppzt/news/201609/t20160928_7374374.htm
716,日照市岚山区生态旅游和基础设施建设ppp项目、日 …,日照市岚山区污水处理厂及配套工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201910/t20191008_13054960.htm
717,日照市岚山区住房和城乡建设局日照市岚山区污水处 …,日照市岚山区污水处理厂及配套工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201912/t20191224_13636797.htm
718,日照市岚山区生态旅游和基础设施建设PPP项目—园 …,日照市岚山区污水处理厂及配套工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201909/t20190918_12934730.htm
719,黄平县污水处理暨乡镇污水处理全覆盖工程（二期） …,昌图县污水处理厂一期二期及滨湖新区污水处理厂TOT项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201701/t20170104_7824819.htm
720,监利县住房和城乡建设局监利（容城）城区污水处理 …,昌图县污水处理厂一期二期及滨湖新区污水处理厂TOT项目,http://www.ccgp.gov.cn/cggg/dfgg/dylygg/201705/t20170524_8290169.htm
721,济源市污水处理PPP项目资格预审公告 - ccgp.gov.cn,河南省许昌市鄢陵县污水处理厂TOT项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201511/t20151120_6180592.htm
722,涡阳县污水处理厂PPP项目项目竞争性磋商公告资格 …,昌图县污水处理厂一期二期及滨湖新区污水处理厂TOT项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201802/t20180211_9584000.htm
723,曹县青堌集、庄寨镇污水处理厂（站）及配套管网工 …,盖州市双台镇污水处理厂及配套管网工程项目PPP模式,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201802/t20180213_9592484.htm
724,兴化市戴南循环经济产业园污水处理等建设PPP项目 …,海南昌江循环经济工业园区太坡组团污水处理厂工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201904/t20190430_12004809.htm
725,随州市大洪山城镇投资开发有限公司；随州市大洪山 …,曾都区镇级污水处理厂及管网建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201905/t20190504_12011682.htm
726,随州市大洪山城镇投资开发有限公司随州市大洪山风 …,曾都区镇级污水处理厂及管网建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201905/t20190516_12088232.htm
727,来凤县住房和城乡建设局来凤县乡镇污水处理全覆盖 …,浙江省湖州市德清县禹越镇污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201709/t20170930_8941581.htm
728,乐山高新区犍为基地管理委员会四川省犍为县芭石独 …,板桥污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201908/t20190813_12667467.htm
729,东方市水务局-东方市乡镇污水处理一体化PPP项目社 …,洪湖市乡镇污水处理厂（二期）PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201810/t20181023_10944806.htm
730,嵩明县环保局 云南省昆明市嵩明县污水处理厂（厂 …,板桥污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201807/t20180723_10331317.htm
731,吴忠市水务局吴忠市清水沟、南干沟水环境综合治 …,板桥污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180118_9495041.htm
732,西昌市供排水总公司西昌市小庙污水处理厂转鼓精密 …,板桥污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201907/t20190725_12533301.htm
733,淮河干流蚌埠～浮山段行洪区调整和建设工程施 …,板桥污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201506/t20150604_5375202.htm
734,玉溪市政府投资建设项目中介服务机构库造价咨询机 …,板桥污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201409/t20140923_4575567.htm
735,玉溪市政府投资建设项目中介服务机构库土地咨询机 …,板桥污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201411/t20141114_4732752.htm
736,湖南发布污水治理PPP项目操作指引_中国政府采购网,湖南省长沙市浏阳市污水处理厂网一体PPP项目（新建）,http://www.ccgp.gov.cn/ppp/zx/df/hunan/201908/t20190809_12642108.htm
737,湖南省推出首批30个共计583亿元的省级PPP示范项目,株洲县生活污水处理PPP项目,http://www.ccgp.gov.cn/specialtopic/pppzt/news/201509/t20150929_5914261.htm
738,通山县住房和城乡建设局通山县乡镇生活污水处理工 …,湖北省咸宁市通山县通大污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201709/t20170922_8887034.htm
739,将乐县住房和城乡规划建设局将乐县农村生活污水处 …,株洲县生活污水处理PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201708/t20170801_8615775.htm
740,宜黄县建设局宜黄县乡镇生活污水处理及配套污水管 …,江西省九江市永修县乡镇集镇污水处理设施及配套管网PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201810/t20181029_10991457.htm
741,桃源县住房和城乡建设局桃源县12个建制镇污水处理 …,湖南省永州市祁阳县建制镇污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201907/t20190717_12476219.htm
742,福建卓知项目投资顾问有限公司关于仙游县污水处理 …,福建省莆田市仙游县污水处理工程项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201710/t20171009_8950408.htm
743,广西壮族自治区建设工程机电设备招标中心关于玉林 …,桃源县12个建制镇污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201611/t20161118_7602424.htm
744,关于2014年预算执行情况2015年预算草案的报告_中 …,桃源县12个建制镇污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/news/201503/t20150318_5103028.htm
745,桐柏县第二污水处理厂工程PPP项目预成交结果公示,桐柏县第二污水处理厂工程+（+首期+）ppp项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201712/t20171201_9267194.htm
746,桐柏县第二污水处理厂环境评价采购项目评标结果公示,桐柏县第二污水处理厂工程+（+首期+）ppp项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201703/t20170301_7960859.htm
747,海丰县城第二污水处理厂及配套管网首期工程PPP项 …,桐柏县第二污水处理厂工程+（+首期+）ppp项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201803/t20180312_9652773.htm
748,大理州首个财政部第三批PPP示范项目落地开工_中 …,桐柏县第二污水处理厂工程+（+首期+）ppp项目,http://www.ccgp.gov.cn/ppp/zx/df/yunnan/201701/t20170113_7855703.htm
749,桐柏县统计局购置全国第三次农业普查所需设备项 …,桐柏县第二污水处理厂工程+（+首期+）ppp项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201709/t20170915_8854588.htm
750,淮安市金湖县水资源环境整治PPP项目 - ccgp.gov.cn,桐柏县第二污水处理厂工程+（+首期+）ppp项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201911/t20191125_13413845.htm
751,梅州经济开发区污水处理厂产权整体转让及特许经营 …,邵阳市国家农业科技园（湘商产业园）污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201301/t20130117_3411877.htm
752,定远县乡镇污水处理项目（PPP模式）招标公告,永康市三座镇级污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201704/t20170410_8098192.htm
753,中国（樟树）金属家具科技产业园及樟树市药都医药 …,樟树市医药园及金属科技园污水处理厂（一期）PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201611/t20161130_7660438.htm
754,九江市建设监理有限公司关于中国（樟树）金属家具 …,樟树市医药园及金属科技园污水处理厂（一期）PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201611/t20161111_7566938.htm
